timestamps,PPG1,PPG2,PPG3,Marker0
1749791209.727,84291.000,139247.000,194.000,0
1749791209.743,84205.000,139244.000,194.000,0
1749791209.758,84191.000,139220.000,207.000,0
1749791209.774,84263.000,139240.000,194.000,0
1749791209.789,84205.000,139248.000,242.000,0
1749791209.805,84165.000,139244.000,184.000,0
1749791209.821,84216.000,139258.000,194.000,0
1749791209.836,84193.000,139237.000,245.000,0
1749791209.852,84220.000,139221.000,194.000,0
1749791209.868,84199.000,139168.000,186.000,0
1749791209.883,84192.000,139186.000,171.000,0
1749791209.899,84194.000,139191.000,168.000,0
1749791209.914,84201.000,139191.000,128.000,0
1749791209.930,84244.000,139170.000,205.000,0
1749791209.946,84208.000,139217.000,193.000,0
1749791209.961,84222.000,139207.000,154.000,0
1749791209.977,84286.000,139222.000,203.000,0
1749791209.993,84155.000,139242.000,200.000,0
1749791210.008,84265.000,139254.000,217.000,0
1749791210.024,84243.000,139266.000,192.000,0
1749791210.039,0.000,0.000,222.000,0
1749791210.055,0.000,0.000,205.000,0
1749791210.071,0.000,0.000,202.000,0
1749791210.086,0.000,0.000,210.000,0
1749791210.102,0.000,0.000,197.000,0
1749791210.118,0.000,0.000,140.000,0
1749791210.133,84209.000,139270.000,171.000,0
1749791210.149,84211.000,139239.000,205.000,0
1749791210.164,84213.000,139242.000,134.000,0
1749791210.180,84231.000,139235.000,194.000,0
1749791210.196,84171.000,139195.000,152.000,0
1749791210.211,84263.000,139205.000,172.000,0
1749791210.227,84217.000,139216.000,206.000,0
1749791210.243,84206.000,139225.000,216.000,0
1749791210.258,84275.000,139215.000,169.000,0
1749791210.274,84207.000,139205.000,192.000,0
1749791210.289,84204.000,139168.000,245.000,0
1749791210.305,84174.000,139140.000,169.000,0
1749791210.321,84233.000,139138.000,235.000,0
1749791210.336,84113.000,139102.000,205.000,0
1749791210.352,84146.000,139105.000,195.000,0
1749791210.368,84192.000,139101.000,169.000,0
1749791210.383,84104.000,139103.000,195.000,0
1749791210.399,84193.000,139087.000,169.000,0
1749791210.414,84218.000,139130.000,195.000,0
1749791210.430,84230.000,139144.000,202.000,0
1749791210.446,84192.000,139141.000,139.000,0
1749791210.461,84271.000,139137.000,194.000,0
1749791210.477,84201.000,139119.000,223.000,0
1749791210.493,84201.000,139146.000,222.000,0
1749791210.508,84202.000,139148.000,223.000,0
1749791210.524,84206.000,139155.000,222.000,0
1749791210.539,84158.000,139177.000,196.000,0
1749791210.555,84167.000,139200.000,195.000,0
1749791210.571,84194.000,139194.000,248.000,0
1749791210.586,84190.000,139179.000,193.000,0
1749791210.602,84203.000,139198.000,156.000,0
1749791210.618,84177.000,139204.000,205.000,0
1749791210.633,84206.000,139208.000,192.000,0
1749791210.649,84209.000,139199.000,138.000,0
1749791210.664,84260.000,139216.000,192.000,0
1749791210.680,84199.000,139242.000,194.000,0
1749791210.696,84223.000,139207.000,194.000,0
1749791210.711,84247.000,139205.000,200.000,0
1749791210.727,84201.000,139136.000,194.000,0
1749791210.743,84303.000,139119.000,193.000,0
1749791210.758,84191.000,139080.000,193.000,0
1749791210.774,84203.000,139076.000,287.000,0
1749791210.789,84191.000,139110.000,217.000,0
1749791210.805,84190.000,139129.000,230.000,0
1749791210.821,84163.000,139146.000,219.000,0
1749791210.836,84195.000,139168.000,199.000,0
1749791210.852,84198.000,139197.000,149.000,0
1749791210.868,84117.000,139225.000,194.000,0
1749791210.883,84199.000,139214.000,196.000,0
1749791210.899,84214.000,139220.000,143.000,0
1749791210.914,84247.000,139198.000,198.000,0
1749791210.930,84188.000,139199.000,159.000,0
1749791210.946,84269.000,139197.000,196.000,0
1749791210.961,84197.000,139186.000,192.000,0
1749791210.977,84198.000,0.000,195.000,0
1749791210.993,84269.000,0.000,175.000,0
1749791211.008,84194.000,0.000,232.000,0
1749791211.024,84161.000,0.000,194.000,0
1749791211.039,84202.000,0.000,220.000,0
1749791211.055,84191.000,0.000,248.000,0
1749791211.071,84115.000,139114.000,170.000,0
1749791211.086,84182.000,139113.000,204.000,0
1749791211.102,84194.000,139125.000,145.000,0
1749791211.118,84161.000,139128.000,173.000,0
1749791211.133,84195.000,139117.000,152.000,0
1749791211.149,84230.000,139116.000,199.000,0
1749791211.164,84187.000,139092.000,223.000,0
1749791211.180,84190.000,139092.000,114.000,0
1749791211.196,84269.000,139090.000,195.000,0
1749791211.211,84190.000,139090.000,202.000,0
1749791211.227,84227.000,139101.000,203.000,0
1749791211.243,84204.000,139122.000,194.000,0
1749791211.258,84186.000,139121.000,212.000,0
1749791211.274,84148.000,139072.000,195.000,0
1749791211.289,84175.000,139098.000,192.000,0
1749791211.305,84200.000,139109.000,253.000,0
1749791211.321,84133.000,139117.000,192.000,0
1749791211.336,84189.000,139111.000,137.000,0
1749791211.352,84128.000,139100.000,191.000,0
1749791211.368,84194.000,139130.000,203.000,0
1749791211.383,84151.000,139119.000,127.000,0
1749791211.399,84244.000,139127.000,178.000,0
1749791211.414,84199.000,139130.000,192.000,0
1749791211.430,84208.000,139111.000,168.000,0
1749791211.446,84181.000,139126.000,181.000,0
1749791211.461,84183.000,139135.000,210.000,0
1749791211.477,84207.000,139129.000,198.000,0
1749791211.493,84192.000,139127.000,193.000,0
1749791211.508,84195.000,139136.000,282.000,0
1749791211.524,84167.000,139134.000,197.000,0
1749791211.539,84186.000,139135.000,197.000,0
1749791211.555,84141.000,139146.000,206.000,0
1749791211.571,84190.000,139136.000,192.000,0
1749791211.586,84193.000,139136.000,142.000,0
1749791211.602,84110.000,139144.000,195.000,0
1749791211.618,84197.000,139149.000,188.000,0
1749791211.633,84224.000,0.000,195.000,0
1749791211.649,84229.000,0.000,204.000,0
1749791211.664,84198.000,0.000,134.000,0
1749791211.680,84298.000,0.000,193.000,0
1749791211.696,84175.000,0.000,193.000,0
1749791211.711,84184.000,0.000,224.000,0
1749791211.727,84199.000,139146.000,194.000,0
1749791211.743,84181.000,139125.000,257.000,0
1749791211.758,84140.000,139112.000,211.000,0
1749791211.774,84195.000,139105.000,171.000,0
1749791211.789,84181.000,139085.000,244.000,0
1749791211.805,84110.000,139096.000,193.000,0
1749791211.821,84170.000,139028.000,192.000,0
1749791211.836,84166.000,139029.000,173.000,0
1749791211.852,84086.000,139049.000,193.000,0
1749791211.868,84158.000,139063.000,127.000,0
1749791211.883,84222.000,139040.000,192.000,0
1749791211.899,84170.000,139036.000,192.000,0
1749791211.914,84167.000,139008.000,212.000,0
1749791211.930,84235.000,139018.000,192.000,0
1749791211.946,84168.000,139044.000,194.000,0
1749791211.961,84219.000,139026.000,176.000,0
1749791211.977,84193.000,139038.000,193.000,0
1749791211.993,84167.000,139026.000,244.000,0
1749791212.008,84175.000,139004.000,194.000,0
1749791212.024,84165.000,139014.000,189.000,0
1749791212.039,84160.000,138998.000,228.000,0
1749791212.055,84164.000,139013.000,194.000,0
1749791212.071,84171.000,138992.000,139.000,0
1749791212.086,84076.000,138997.000,192.000,0
1749791212.102,84144.000,139001.000,224.000,0
1749791212.118,84175.000,139020.000,135.000,0
1749791212.133,84215.000,139026.000,193.000,0
1749791212.149,84166.000,139003.000,157.000,0
1749791212.164,84228.000,139025.000,195.000,0
1749791212.180,84170.000,139017.000,193.000,0
1749791212.196,84166.000,139006.000,204.000,0
1749791212.211,84209.000,139022.000,194.000,0
1749791212.227,84154.000,139021.000,197.000,0
1749791212.243,84186.000,139036.000,193.000,0
1749791212.258,84138.000,139018.000,194.000,0
1749791212.274,84153.000,139023.000,235.000,0
1749791212.289,84091.000,139072.000,192.000,0
1749791212.305,84168.000,139026.000,194.000,0
1749791212.321,84162.000,139017.000,146.000,0
1749791212.336,84090.000,139028.000,193.000,0
1749791212.352,84158.000,139040.000,168.000,0
1749791212.368,84131.000,139031.000,199.000,0
1749791212.383,84167.000,139039.000,200.000,0
1749791212.399,84172.000,139026.000,139.000,0
1749791212.414,84234.000,139027.000,205.000,0
1749791212.430,84155.000,139021.000,170.000,0
1749791212.446,84155.000,139001.000,179.000,0
1749791212.461,84201.000,138990.000,212.000,0
1749791212.477,84167.000,139000.000,255.000,0
1749791212.493,84125.000,138965.000,192.000,0
1749791212.508,84161.000,138964.000,191.000,0
1749791212.524,84159.000,138961.000,229.000,0
1749791212.539,84077.000,138939.000,193.000,0
1749791212.555,84151.000,138936.000,173.000,0
1749791212.571,84134.000,138933.000,193.000,0
1749791212.586,84137.000,138909.000,194.000,0
1749791212.602,84145.000,138915.000,150.000,0
1749791212.618,84200.000,138909.000,192.000,0
1749791212.633,84146.000,138920.000,187.000,0
1749791212.649,84153.000,138904.000,166.000,0
1749791212.664,84143.000,138908.000,175.000,0
1749791212.680,84146.000,138897.000,197.000,0
1749791212.696,84188.000,138866.000,174.000,0
1749791212.711,84136.000,138897.000,193.000,0
1749791212.727,84132.000,138872.000,283.000,0
1749791212.743,84111.000,138885.000,213.000,0
1749791212.758,84143.000,138878.000,218.000,0
1749791212.774,84104.000,138878.000,220.000,0
1749791212.789,84135.000,138864.000,194.000,0
1749791212.805,84135.000,138874.000,172.000,0
1749791212.821,84041.000,138868.000,192.000,0
1749791212.836,84127.000,138886.000,216.000,0
1749791212.852,84136.000,138888.000,193.000,0
1749791212.868,84184.000,138879.000,193.000,0
1749791212.883,84150.000,138899.000,185.000,0
1749791212.899,84237.000,138884.000,193.000,0
1749791212.914,84133.000,138901.000,193.000,0
1749791212.930,84140.000,138882.000,231.000,0
1749791212.946,0.000,0.000,215.000,0
1749791212.961,0.000,0.000,232.000,0
1749791212.977,0.000,0.000,223.000,0
1749791212.993,0.000,0.000,212.000,0
1749791213.008,0.000,0.000,246.000,0
1749791213.024,0.000,0.000,211.000,0
1749791213.039,84138.000,138894.000,235.000,0
1749791213.055,84138.000,138890.000,140.000,0
1749791213.071,84044.000,138915.000,192.000,0
1749791213.086,84143.000,138919.000,138.000,0
1749791213.102,84178.000,138934.000,200.000,0
1749791213.118,84117.000,138941.000,187.000,0
1749791213.133,84141.000,138915.000,196.000,0
1749791213.149,84223.000,138942.000,194.000,0
1749791213.164,84141.000,138954.000,202.000,0
1749791213.180,84165.000,138937.000,193.000,0
1749791213.196,84157.000,138975.000,194.000,0
1749791213.211,84148.000,138934.000,300.000,0
1749791213.227,84165.000,0.000,194.000,0
1749791213.243,84145.000,0.000,193.000,0
1749791213.258,84148.000,0.000,248.000,0
1749791213.274,84124.000,0.000,214.000,0
1749791213.289,84146.000,0.000,136.000,0
1749791213.305,84069.000,0.000,209.000,0
1749791213.321,84127.000,138875.000,195.000,0
1749791213.336,84127.000,138851.000,181.000,0
1749791213.352,84201.000,138856.000,193.000,0
1749791213.368,84077.000,138860.000,193.000,0
1749791213.383,84156.000,138861.000,151.000,0
1749791213.399,84120.000,138843.000,178.000,0
1749791213.414,84139.000,138846.000,207.000,0
1749791213.430,84196.000,138848.000,193.000,0
1749791213.446,84110.000,138854.000,192.000,0
1749791213.461,84120.000,138842.000,226.000,0
1749791213.477,84090.000,138841.000,193.000,0
1749791213.493,84131.000,138813.000,244.000,0
1749791213.508,84096.000,138819.000,176.000,0
1749791213.524,84138.000,138812.000,194.000,0
1749791213.539,84119.000,138799.000,152.000,0
1749791213.555,84033.000,138813.000,196.000,0
1749791213.571,84112.000,138807.000,186.000,0
1749791213.586,84124.000,138806.000,152.000,0
1749791213.602,84122.000,138799.000,179.000,0
1749791213.618,84124.000,138808.000,149.000,0
1749791213.633,84209.000,138835.000,189.000,0
1749791213.649,84123.000,138831.000,217.000,0
1749791213.664,84121.000,138843.000,213.000,0
1749791213.680,84167.000,138804.000,193.000,0
1749791213.696,84128.000,138873.000,257.000,0
1749791213.711,84089.000,138860.000,213.000,0
1749791213.727,84139.000,138870.000,194.000,0
1749791213.743,84139.000,138878.000,256.000,0
1749791213.758,84054.000,138894.000,194.000,0
1749791213.774,84130.000,138900.000,204.000,0
1749791213.789,84132.000,138868.000,193.000,0
1749791213.805,84044.000,138871.000,194.000,0
1749791213.821,84132.000,138889.000,130.000,0
1749791213.836,84186.000,138897.000,201.000,0
1749791213.852,84131.000,138881.000,192.000,0
1749791213.868,84129.000,138890.000,138.000,0
1749791213.883,84134.000,138894.000,220.000,0
1749791213.899,84136.000,138907.000,191.000,0
1749791213.914,84176.000,138896.000,216.000,0
1749791213.930,84136.000,138914.000,201.000,0
1749791213.946,84127.000,138923.000,287.000,0
1749791213.961,84127.000,138939.000,193.000,0
1749791213.977,84155.000,138922.000,216.000,0
1749791213.993,84130.000,138908.000,224.000,0
1749791214.008,84079.000,138876.000,192.000,0
1749791214.024,84127.000,138871.000,159.000,0
1749791214.039,84048.000,138881.000,192.000,0
1749791214.055,84136.000,138888.000,193.000,0
1749791214.071,84134.000,138874.000,194.000,0
1749791214.086,84185.000,138845.000,211.000,0
1749791214.102,84129.000,138877.000,149.000,0
1749791214.118,84177.000,138853.000,205.000,0
1749791214.133,84151.000,138854.000,197.000,0
1749791214.149,84132.000,138844.000,216.000,0
1749791214.164,84157.000,138871.000,195.000,0
1749791214.180,84129.000,138863.000,196.000,0
1749791214.196,84123.000,138867.000,248.000,0
1749791214.211,84174.000,138882.000,192.000,0
1749791214.227,84125.000,138844.000,237.000,0
1749791214.243,84058.000,138874.000,194.000,0
1749791214.258,84152.000,0.000,171.000,0
1749791214.274,84125.000,0.000,148.000,0
1749791214.289,84039.000,0.000,170.000,0
1749791214.305,84121.000,0.000,199.000,0
1749791214.321,84148.000,0.000,175.000,0
1749791214.336,84167.000,0.000,168.000,0
1749791214.352,84134.000,138872.000,192.000,0
1749791214.368,84214.000,138874.000,217.000,0
1749791214.383,84130.000,138874.000,202.000,0
1749791214.399,84132.000,138878.000,217.000,0
1749791214.414,84171.000,138898.000,192.000,0
1749791214.430,84136.000,138891.000,271.000,0
1749791214.446,84096.000,138894.000,196.000,0
1749791214.461,84137.000,138927.000,194.000,0
1749791214.477,84138.000,138913.000,235.000,0
1749791214.493,84085.000,138916.000,215.000,0
1749791214.508,84139.000,138920.000,157.000,0
1749791214.524,84156.000,138910.000,191.000,0
1749791214.539,84129.000,138923.000,218.000,0
1749791214.555,84133.000,138935.000,134.000,0
1749791214.571,84183.000,138937.000,196.000,0
1749791214.586,84147.000,138951.000,198.000,0
1749791214.602,84138.000,138951.000,136.000,0
1749791214.618,84187.000,138951.000,193.000,0
1749791214.633,84182.000,138953.000,190.000,0
1749791214.649,84203.000,138958.000,197.000,0
1749791214.664,84142.000,139005.000,194.000,0
1749791214.680,84148.000,138968.000,245.000,0
1749791214.696,84119.000,138986.000,193.000,0
1749791214.711,84147.000,138983.000,218.000,0
1749791214.727,84117.000,0.000,192.000,0
1749791214.743,84147.000,0.000,196.000,0
1749791214.758,84138.000,0.000,173.000,0
1749791214.774,84057.000,0.000,190.000,0
1749791214.789,84152.000,0.000,191.000,0
1749791214.805,84149.000,0.000,175.000,0
1749791214.821,84146.000,138925.000,215.000,0
1749791214.836,84135.000,138935.000,150.000,0
1749791214.852,84164.000,138933.000,194.000,0
1749791214.868,84146.000,138919.000,229.000,0
1749791214.883,84132.000,138918.000,214.000,0
1749791214.899,84216.000,138912.000,193.000,0
1749791214.914,84160.000,138920.000,233.000,0
1749791214.930,84131.000,138911.000,223.000,0
1749791214.946,84137.000,138917.000,203.000,0
1749791214.961,84138.000,138925.000,226.000,0
1749791214.977,84045.000,138915.000,194.000,0
1749791214.993,84140.000,138921.000,192.000,0
1749791215.008,84124.000,138925.000,173.000,0
1749791215.024,84032.000,138907.000,190.000,0
1749791215.039,84137.000,138917.000,165.000,0
1749791215.055,84178.000,138941.000,195.000,0
1749791215.071,84133.000,138925.000,195.000,0
1749791215.086,84105.000,138917.000,136.000,0
1749791215.102,84152.000,138931.000,196.000,0
1749791215.118,84142.000,138922.000,210.000,0
1749791215.133,84165.000,138918.000,207.000,0
1749791215.149,84135.000,138912.000,236.000,0
1749791215.164,84135.000,138948.000,287.000,0
1749791215.180,84108.000,138929.000,192.000,0
1749791215.196,84166.000,138960.000,198.000,0
1749791215.211,84120.000,138970.000,245.000,0
1749791215.227,84062.000,138934.000,213.000,0
1749791215.243,84134.000,138952.000,173.000,0
1749791215.258,84082.000,138947.000,202.000,0
1749791215.274,84147.000,138954.000,194.000,0
1749791215.289,84177.000,138966.000,178.000,0
1749791215.305,84160.000,138951.000,199.000,0
1749791215.321,84145.000,138981.000,204.000,0
1749791215.336,84174.000,138981.000,198.000,0
1749791215.352,84172.000,138979.000,194.000,0
1749791215.368,84149.000,138995.000,215.000,0
1749791215.383,84184.000,138986.000,195.000,0
1749791215.399,84147.000,139009.000,195.000,0
1749791215.414,84142.000,139023.000,293.000,0
1749791215.430,84144.000,139029.000,194.000,0
1749791215.446,84153.000,139009.000,218.000,0
1749791215.461,84104.000,139018.000,208.000,0
1749791215.477,84156.000,139035.000,172.000,0
1749791215.493,84157.000,139020.000,148.000,0
1749791215.508,84060.000,139024.000,228.000,0
1749791215.524,84161.000,139037.000,192.000,0
1749791215.539,84170.000,139058.000,153.000,0
1749791215.555,84192.000,139038.000,194.000,0
1749791215.571,84154.000,139035.000,137.000,0
1749791215.586,84206.000,139028.000,193.000,0
1749791215.602,84155.000,139008.000,206.000,0
1749791215.618,84138.000,139015.000,206.000,0
1749791215.633,84231.000,138992.000,195.000,0
1749791215.649,84151.000,139001.000,282.000,0
1749791215.664,84097.000,139003.000,145.000,0
1749791215.680,84160.000,138998.000,190.000,0
1749791215.696,84157.000,138973.000,231.000,0
1749791215.711,84056.000,138986.000,193.000,0
1749791215.727,84155.000,138977.000,194.000,0
1749791215.743,84151.000,138978.000,166.000,0
1749791215.758,84121.000,138971.000,197.000,0
1749791215.774,84150.000,138973.000,130.000,0
1749791215.789,84200.000,138992.000,192.000,0
1749791215.805,84138.000,138989.000,195.000,0
1749791215.821,84125.000,139009.000,140.000,0
1749791215.836,84216.000,138998.000,194.000,0
1749791215.852,84149.000,139005.000,196.000,0
1749791215.868,84195.000,138982.000,218.000,0
1749791215.883,84174.000,138990.000,205.000,0
1749791215.899,84143.000,138959.000,286.000,0
1749791215.914,84108.000,138990.000,194.000,0
1749791215.930,84146.000,138982.000,189.000,0
1749791215.946,84136.000,138964.000,193.000,0
1749791215.961,84097.000,138991.000,192.000,0
1749791215.977,84157.000,138982.000,195.000,0
1749791215.993,84079.000,138976.000,193.000,0
1749791216.008,84156.000,138989.000,195.000,0
1749791216.024,84145.000,138966.000,133.000,0
1749791216.039,84142.000,138992.000,189.000,0
1749791216.055,84158.000,138993.000,172.000,0
1749791216.071,84208.000,139005.000,174.000,0
1749791216.086,84150.000,138997.000,193.000,0
1749791216.102,84155.000,139033.000,214.000,0
1749791216.118,84223.000,139036.000,196.000,0
1749791216.133,84191.000,139042.000,205.000,0
1749791216.149,84163.000,139021.000,239.000,0
1749791216.164,84135.000,139037.000,218.000,0
1749791216.180,84158.000,139041.000,239.000,0
1749791216.196,84082.000,139062.000,190.000,0
1749791216.211,84155.000,139043.000,195.000,0
1749791216.227,84151.000,139009.000,187.000,0
1749791216.243,84075.000,139042.000,204.000,0
1749791216.258,84163.000,139063.000,164.000,0
1749791216.274,84178.000,139069.000,176.000,0
1749791216.289,84193.000,139087.000,194.000,0
1749791216.305,84162.000,139073.000,139.000,0
1749791216.321,84170.000,139055.000,217.000,0
1749791216.336,84161.000,139095.000,211.000,0
1749791216.352,84189.000,139095.000,206.000,0
1749791216.368,84186.000,139082.000,192.000,0
1749791216.383,84155.000,139079.000,267.000,0
1749791216.399,84124.000,139076.000,194.000,0
1749791216.414,84163.000,139037.000,191.000,0
1749791216.430,84157.000,139058.000,237.000,0
1749791216.446,84084.000,139040.000,185.000,0
1749791216.461,84161.000,139030.000,176.000,0
1749791216.477,84134.000,139058.000,187.000,0
1749791216.493,84156.000,139033.000,195.000,0
1749791216.508,84170.000,139063.000,173.000,0
1749791216.524,84211.000,139037.000,204.000,0
1749791216.539,84142.000,139038.000,185.000,0
1749791216.555,84166.000,139030.000,131.000,0
1749791216.571,84212.000,139023.000,197.000,0
1749791216.586,84156.000,139036.000,197.000,0
1749791216.602,84169.000,139054.000,193.000,0
1749791216.618,84162.000,139048.000,203.000,0
1749791216.633,84142.000,139056.000,283.000,0
1749791216.649,84109.000,139029.000,194.000,0
1749791216.664,84172.000,139027.000,215.000,0
1749791216.680,84112.000,139042.000,218.000,0
1749791216.696,84161.000,139050.000,195.000,0
1749791216.711,84152.000,139037.000,180.000,0
1749791216.727,84067.000,139059.000,193.000,0
1749791216.743,84174.000,139055.000,193.000,0
1749791216.758,84157.000,139064.000,131.000,0
1749791216.774,84195.000,139045.000,192.000,0
1749791216.789,84152.000,139057.000,162.000,0
1749791216.805,84216.000,139047.000,208.000,0
1749791216.821,84156.000,139041.000,190.000,0
1749791216.836,84155.000,139064.000,183.000,0
1749791216.852,84229.000,139077.000,191.000,0
1749791216.868,84158.000,139053.000,232.000,0
1749791216.883,84123.000,139074.000,195.000,0
1749791216.899,84174.000,139080.000,216.000,0
1749791216.914,84162.000,139064.000,247.000,0
1749791216.930,84145.000,139073.000,178.000,0
1749791216.946,84162.000,139084.000,195.000,0
1749791216.961,84168.000,139094.000,147.000,0
1749791216.977,84191.000,139099.000,193.000,0
1749791216.993,84159.000,139096.000,161.000,0
1749791217.008,84213.000,139143.000,198.000,0
1749791217.024,84166.000,139087.000,194.000,0
1749791217.039,84179.000,139113.000,113.000,0
1749791217.055,84249.000,139110.000,194.000,0
1749791217.071,84151.000,139117.000,209.000,0
1749791217.086,84205.000,139137.000,202.000,0
1749791217.102,84180.000,139138.000,192.000,0
1749791217.118,84158.000,139125.000,248.000,0
1749791217.133,84138.000,139126.000,191.000,0
1749791217.149,84160.000,139157.000,195.000,0
1749791217.164,84177.000,139145.000,211.000,0
1749791217.180,84100.000,139153.000,207.000,0
1749791217.196,84175.000,139152.000,136.000,0
1749791217.211,84174.000,139165.000,204.000,0
1749791217.227,84183.000,139153.000,194.000,0
1749791217.243,84175.000,139156.000,133.000,0
1749791217.258,84200.000,139141.000,182.000,0
1749791217.274,84188.000,139137.000,201.000,0
1749791217.289,84209.000,139145.000,150.000,0
1749791217.305,84230.000,139136.000,194.000,0
1749791217.321,84171.000,139149.000,207.000,0
1749791217.336,84228.000,139097.000,194.000,101
1749791217.352,84172.000,0.000,213.000,0
1749791217.368,84169.000,0.000,284.000,0
1749791217.383,84143.000,0.000,195.000,0
