timestamps,X,Y,Z,Marker0
1749788598.308,-2.946,2.191,-2.938,0
1749788598.308,-2.654,2.153,-2.826,0
1749788598.308,-2.617,2.123,-2.901,0
1749788598.366,-2.744,1.817,-3.357,0
1749788598.366,-2.908,1.765,-3.738,0
1749788598.366,-2.744,1.241,-3.873,0
1749788598.431,-2.579,1.069,-3.634,0
1749788598.431,-2.879,1.323,-3.095,0
1749788598.431,-3.522,1.727,-3.290,0
1749788598.475,-3.970,2.176,-3.694,0
1749788598.475,-3.357,2.101,-3.589,0
1749788598.475,-2.677,1.667,-3.679,0
1749788598.534,-2.677,1.488,-3.492,0
1749788598.534,-2.587,1.458,-3.223,0
1749788598.534,-2.729,1.443,-3.036,0
1749788598.595,-2.879,1.503,-2.751,0
1749788598.595,-3.095,1.436,-2.968,0
1749788598.595,-3.051,1.264,-3.380,0
1749788598.653,-2.968,1.077,-4.120,0
1749788598.653,-2.647,0.875,-4.037,0
1749788598.653,-2.953,1.084,-3.522,0
1749788598.702,-3.140,1.181,-4.127,0
1749788598.702,-3.828,1.338,-4.142,0
1749788598.702,-3.970,1.346,-4.015,0
1749788598.758,-3.694,1.720,-3.985,0
1749788598.758,-3.671,1.600,-3.993,0
1749788598.758,-3.267,1.779,-4.120,0
1749788598.817,-3.080,1.690,-4.097,0
1749788598.817,-2.871,1.892,-3.402,0
1749788598.817,-2.796,1.899,-3.118,0
1749788598.877,-2.796,2.064,-2.946,0
1749788598.877,-3.230,1.907,-2.968,0
1749788598.877,-3.110,1.525,-3.223,0
1749788598.923,-3.125,1.570,-3.394,0
1749788598.923,-2.699,1.308,-3.282,0
1749788598.923,-2.565,1.473,-3.073,0
1749788598.988,-2.490,1.548,-3.208,0
1749788598.988,-2.340,1.809,-2.908,0
1749788598.988,-2.437,1.996,-2.587,0
1749788599.043,-2.707,1.750,-2.445,0
1749788599.043,-2.819,2.086,-2.879,0
1749788599.043,-2.692,2.079,-2.968,0
1749788599.102,-2.662,1.608,-3.305,0
1749788599.102,-2.744,1.615,-3.312,0
1749788599.102,-2.654,1.817,-3.596,0
1749788599.147,-2.796,1.765,-3.753,0
1749788599.147,-2.722,1.286,-3.821,0
1749788599.147,-2.781,0.979,-3.611,0
1749788599.208,-3.028,0.606,-3.387,0
1749788599.208,-3.080,0.688,-3.297,0
1749788599.208,-3.589,0.972,-3.305,0
1749788599.285,-3.664,1.510,-3.746,0
1749788599.285,-3.978,1.899,-4.075,0
1749788599.285,-3.484,1.346,-4.703,0
1749788599.315,-2.789,0.987,-4.890,0
