timestamps,X,Y,Z,Marker0
1749427895.999,0.170,-0.021,0.969,0
1749427895.999,0.173,-0.021,0.990,0
1749427895.999,0.174,-0.015,0.994,0
1749427896.070,0.179,-0.007,0.999,0
1749427896.070,0.179,-0.008,0.989,0
1749427896.070,0.175,-0.010,0.977,0
1749427896.109,0.168,-0.017,0.965,0
1749427896.109,0.167,-0.035,0.957,0
1749427896.109,0.162,-0.034,0.952,0
1749427896.164,0.167,-0.032,0.949,0
1749427896.164,0.165,-0.029,0.962,0
1749427896.164,0.165,-0.033,0.981,0
1749427896.224,0.156,-0.023,0.984,0
1749427896.224,0.149,-0.023,0.987,0
1749427896.224,0.164,-0.033,0.945,0
1749427896.284,0.157,-0.030,0.957,0
1749427896.284,0.165,-0.039,0.956,0
1749427896.284,0.165,-0.041,0.958,0
1749427896.329,0.171,-0.051,0.952,0
1749427896.329,0.174,-0.053,0.946,0
1749427896.329,0.173,-0.049,0.967,0
1749427896.392,0.171,-0.046,0.972,0
1749427896.392,0.169,-0.041,0.972,0
1749427896.392,0.178,-0.031,0.977,0
1749427896.449,0.183,-0.025,0.982,0
1749427896.449,0.174,-0.028,0.968,0
1749427896.449,0.174,-0.035,0.962,0
1749427896.510,0.171,-0.042,0.972,0
1749427896.510,0.187,-0.038,0.989,0
1749427896.510,0.191,-0.028,1.000,0
1749427896.554,0.188,-0.021,0.978,0
1749427896.554,0.185,-0.015,0.955,0
1749427896.554,0.189,-0.015,0.957,0
1749427896.614,0.194,-0.024,0.970,0
1749427896.614,0.194,-0.024,0.970,0
1749427896.614,0.192,-0.031,0.979,0
1749427896.614,0.181,-0.038,0.966,0
1749427896.674,0.195,-0.040,0.977,0
1749427896.674,0.193,-0.043,0.968,0
1749427896.674,0.187,-0.049,0.955,0
1749427896.734,0.193,-0.051,0.955,0
1749427896.734,0.195,-0.050,0.950,0
1749427896.734,0.188,-0.056,0.962,0
1749427896.779,0.194,-0.058,0.966,0
1749427896.779,0.194,-0.051,0.962,0
1749427896.779,0.200,-0.059,0.967,0
