timestamps,PPG1,PPG2,PPG3,Marker0
1749427044.997,453257.000,286244.000,2557.000,0
1749427045.012,453259.000,286179.000,2498.000,0
1749427045.028,453280.000,286254.000,2490.000,0
1749427045.044,453276.000,286297.000,2496.000,0
1749427045.059,453283.000,286265.000,2513.000,0
1749427045.075,453299.000,286327.000,2555.000,0
1749427045.091,453271.000,286343.000,2497.000,0
1749427045.106,453362.000,286307.000,2452.000,0
1749427045.122,453347.000,286331.000,2435.000,0
1749427045.137,453345.000,286375.000,2485.000,0
1749427045.153,453443.000,286375.000,2420.000,0
1749427045.169,453495.000,286436.000,2503.000,0
1749427045.184,453470.000,286398.000,2494.000,0
1749427045.200,453455.000,286397.000,2480.000,0
1749427045.216,453527.000,286437.000,2495.000,0
1749427045.231,453532.000,286480.000,2470.000,0
1749427045.247,453581.000,286493.000,2496.000,0
1749427045.262,453445.000,286466.000,2485.000,0
1749427045.278,453525.000,286538.000,2578.000,0
1749427045.294,453596.000,286513.000,2477.000,0
1749427045.309,453550.000,286552.000,2497.000,0
1749427045.325,453595.000,286594.000,2527.000,0
1749427045.341,453644.000,286600.000,2514.000,0
1749427045.356,453709.000,286654.000,2436.000,0
1749427045.372,453666.000,286677.000,2503.000,0
1749427045.387,453727.000,286704.000,2499.000,0
1749427045.403,453727.000,286717.000,2434.000,0
1749427045.419,453798.000,286675.000,2475.000,0
1749427045.434,453686.000,286637.000,2499.000,0
1749427045.450,453755.000,286550.000,2455.000,0
1749427045.466,453626.000,286455.000,2498.000,0
1749427045.481,453539.000,286320.000,2507.000,0
1749427045.497,453472.000,286261.000,2496.000,0
1749427045.512,453398.000,286255.000,2474.000,0
1749427045.528,453324.000,286194.000,2494.000,0
1749427045.544,453226.000,286183.000,2497.000,0
1749427045.559,453253.000,286184.000,2530.000,0
1749427045.575,453175.000,286123.000,2495.000,0
1749427045.591,453237.000,286132.000,2458.000,0
1749427045.606,453205.000,286133.000,2435.000,0
1749427045.622,453180.000,286141.000,2494.000,0
1749427045.637,453110.000,286115.000,2490.000,0
1749427045.653,453174.000,286137.000,2442.000,0
1749427045.669,453141.000,286062.000,2473.000,0
1749427045.684,453154.000,286123.000,2457.000,0
1749427045.700,453270.000,286159.000,2473.000,0
1749427045.716,453219.000,286128.000,2494.000,0
1749427045.731,453163.000,286120.000,2579.000,0
1749427045.747,453196.000,286136.000,2495.000,0
1749427045.762,453134.000,286124.000,2515.000,0
1749427045.778,453070.000,286091.000,2512.000,0
1749427045.794,453110.000,286074.000,2475.000,0
1749427045.809,453090.000,286088.000,2555.000,0
1749427045.825,452974.000,286092.000,2494.000,0
1749427045.841,453059.000,286118.000,2492.000,0
1749427045.856,453143.000,286095.000,2496.000,0
1749427045.872,453149.000,286143.000,2485.000,0
1749427045.887,453119.000,286123.000,2401.000,0
1749427045.903,453159.000,286161.000,2495.000,0
1749427045.919,453111.000,286187.000,2497.000,0
1749427045.934,453136.000,286204.000,2497.000,0
1749427045.950,453206.000,286190.000,2500.000,0
1749427045.966,453195.000,286246.000,2526.000,0
1749427045.981,453359.000,286192.000,2516.000,0
1749427045.997,453262.000,286227.000,2492.000,0
1749427046.012,453287.000,286309.000,2580.000,0
1749427046.028,453272.000,286325.000,2499.000,0
1749427046.044,453340.000,286292.000,2493.000,0
1749427046.059,453326.000,286346.000,2507.000,0
1749427046.075,453316.000,286346.000,2475.000,0
1749427046.091,453345.000,286320.000,2430.000,0
1749427046.106,453309.000,286387.000,2473.000,0
1749427046.122,453374.000,286414.000,2496.000,0
1749427046.137,453483.000,286394.000,2500.000,0
1749427046.153,453468.000,286435.000,2469.000,0
1749427046.169,453478.000,286468.000,2488.000,0
1749427046.184,453482.000,286450.000,2495.000,0
1749427046.200,453460.000,286522.000,2498.000,0
1749427046.216,453529.000,286511.000,2559.000,0
1749427046.231,453581.000,286531.000,2493.000,0
1749427046.247,453592.000,286532.000,2483.000,0
1749427046.262,453511.000,286569.000,2545.000,0
1749427046.278,453606.000,286601.000,2498.000,0
1749427046.294,453611.000,286637.000,2552.000,0
1749427046.309,453588.000,286641.000,2498.000,0
1749427046.325,453754.000,286696.000,2496.000,0
1749427046.341,453708.000,286701.000,2404.000,0
1749427046.356,453679.000,286707.000,2495.000,0
1749427046.372,453759.000,286662.000,2481.000,0
1749427046.387,453737.000,286583.000,2505.000,0
1749427046.403,453678.000,286476.000,2499.000,0
1749427046.419,453514.000,286354.000,2493.000,0
1749427046.434,453505.000,286327.000,2497.000,0
1749427046.450,453398.000,286271.000,2514.000,0
1749427046.466,453356.000,286198.000,2518.000,0
1749427046.481,453311.000,286206.000,2497.000,0
1749427046.497,453317.000,286240.000,2568.000,0
1749427046.512,453145.000,286115.000,2499.000,0
1749427046.528,453202.000,286187.000,2475.000,0
1749427046.544,453221.000,286152.000,2559.000,0
1749427046.559,453126.000,286119.000,2505.000,0
1749427046.575,453156.000,286134.000,2464.000,0
1749427046.591,453199.000,286186.000,2491.000,0
1749427046.606,453179.000,286135.000,2494.000,0
1749427046.622,453117.000,286135.000,2439.000,0
1749427046.637,453204.000,286205.000,2495.000,0
1749427046.653,453234.000,286178.000,2468.000,0
1749427046.669,453265.000,286169.000,2456.000,0
1749427046.684,453223.000,286181.000,2496.000,0
1749427046.700,453115.000,286142.000,2560.000,0
1749427046.716,453243.000,286126.000,2498.000,0
1749427046.731,453158.000,286175.000,2499.000,0
1749427046.747,453148.000,286161.000,2542.000,0
1749427046.762,453113.000,286113.000,2498.000,0
1749427046.778,453160.000,286174.000,2524.000,0
1749427046.794,453147.000,286154.000,2524.000,0
1749427046.809,453180.000,286237.000,2474.000,0
1749427046.825,453199.000,286188.000,2429.000,0
1749427046.841,453169.000,286226.000,2488.000,0
1749427046.856,453223.000,286213.000,2498.000,0
1749427046.872,453309.000,286265.000,2408.000,0
1749427046.887,453268.000,286243.000,2483.000,0
1749427046.903,453331.000,286265.000,2434.000,0
1749427046.919,453406.000,286303.000,2501.000,0
1749427046.934,453318.000,286317.000,2499.000,0
1749427046.950,453253.000,286320.000,2576.000,0
1749427046.966,453353.000,286308.000,2501.000,0
1749427046.981,453376.000,286361.000,2556.000,0
1749427046.997,453332.000,286413.000,2512.000,0
1749427047.012,453387.000,286453.000,2498.000,0
1749427047.028,453362.000,286400.000,2534.000,0
1749427047.044,453405.000,286477.000,2496.000,0
1749427047.059,453481.000,286468.000,2496.000,0
1749427047.075,453501.000,286468.000,2500.000,0
1749427047.091,453500.000,286528.000,2509.000,0
1749427047.106,453547.000,286474.000,2491.000,0
1749427047.122,453611.000,286527.000,2504.000,0
1749427047.137,453581.000,286552.000,2498.000,0
1749427047.153,453639.000,286588.000,2454.000,0
1749427047.169,453673.000,286606.000,2500.000,0
1749427047.184,453664.000,286633.000,2521.000,0
1749427047.200,453786.000,286688.000,2532.000,0
1749427047.216,453772.000,286662.000,2515.000,0
1749427047.231,453805.000,286684.000,2581.000,0
1749427047.247,453761.000,286725.000,2500.000,0
1749427047.262,453778.000,286665.000,2498.000,0
1749427047.278,453659.000,286603.000,2565.000,0
1749427047.294,453462.000,286487.000,2497.000,0
1749427047.309,453522.000,286391.000,2436.000,0
1749427047.325,453523.000,286325.000,2506.000,0
1749427047.341,453396.000,286293.000,2497.000,0
1749427047.356,453344.000,286311.000,2498.000,0
1749427047.372,453379.000,286264.000,2517.000,0
1749427047.387,453327.000,286271.000,2499.000,0
1749427047.403,453369.000,286283.000,2479.000,0
1749427047.419,453313.000,286253.000,2498.000,0
1749427047.434,453288.000,286236.000,2584.000,0
1749427047.450,453297.000,286230.000,2497.000,0
1749427047.466,453248.000,286259.000,2496.000,0
1749427047.481,453299.000,286304.000,2580.000,0
1749427047.497,453239.000,286241.000,2513.000,0
1749427047.512,453208.000,286275.000,2537.000,0
1749427047.528,453235.000,286329.000,2508.000,0
1749427047.544,453316.000,286299.000,2488.000,0
1749427047.559,453249.000,286346.000,2445.000,0
1749427047.575,453314.000,286320.000,2497.000,0
1749427047.591,453336.000,286296.000,2494.000,0
1749427047.606,453377.000,286322.000,2420.000,0
1749427047.622,453391.000,286321.000,2501.000,0
1749427047.637,453397.000,286324.000,2456.000,0
1749427047.653,453447.000,286373.000,2499.000,0
1749427047.669,453439.000,286440.000,2499.000,0
1749427047.684,453522.000,286399.000,2535.000,0
1749427047.700,453572.000,286476.000,2500.000,0
1749427047.716,453513.000,286473.000,2559.000,0
1749427047.731,453557.000,286463.000,2499.000,0
1749427047.747,453656.000,286514.000,2501.000,0
1749427047.762,453731.000,286561.000,2548.000,0
1749427047.778,453638.000,286574.000,2531.000,0
1749427047.794,453723.000,286612.000,2494.000,0
1749427047.809,453790.000,286626.000,2493.000,0
1749427047.825,453772.000,286626.000,2492.000,0
1749427047.841,453864.000,286641.000,2478.000,0
1749427047.856,453943.000,286714.000,2501.000,0
1749427047.872,453868.000,286672.000,2501.000,0
1749427047.887,453907.000,286742.000,2459.000,0
1749427047.903,453899.000,286718.000,2499.000,0
