timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1749428439.932,-120.605,-88.379,-72.266,-89.355,0.000,0
1749428439.935,-137.207,-105.469,-87.891,-113.770,0.000,0
1749428439.939,-126.465,-94.727,-103.027,-130.859,0.000,0
1749428439.943,-127.930,-89.355,-92.285,-124.023,0.000,0
1749428439.947,-145.508,-98.633,-78.125,-116.211,0.000,0
1749428439.951,-125.977,-88.867,-66.895,-93.750,0.000,0
1749428439.955,-109.375,-81.543,-68.848,-80.078,0.000,0
1749428439.959,-112.305,-79.102,-72.754,-81.543,0.000,0
1749428439.963,-123.047,-87.891,-67.383,-97.656,0.000,0
1749428439.967,-123.047,-86.426,-43.457,-91.797,0.000,0
1749428439.971,-129.395,-91.309,-37.109,-83.008,0.000,0
1749428439.975,-127.441,-86.914,-39.551,-85.938,0.000,0
1749428439.979,-140.137,-94.727,-43.457,-95.215,0.000,0
1749428439.982,-127.441,-99.121,-32.227,-66.895,0.000,0
1749428439.986,-121.094,-86.426,-21.484,-46.387,0.000,0
1749428439.990,-110.352,-74.707,-11.719,-43.457,0.000,0
1749428439.994,-76.660,-55.176,-2.930,-31.250,0.000,0
1749428439.998,-101.074,-70.801,-23.926,-48.340,0.000,0
1749428440.002,-110.840,-86.914,-38.086,-59.570,0.000,0
1749428440.006,-75.195,-62.012,-11.719,-32.227,0.000,0
1749428440.010,-73.242,-58.594,0.977,-40.527,0.000,0
1749428440.014,-50.293,-48.340,15.137,-12.207,0.000,0
1749428440.018,-23.438,-28.320,44.922,38.574,0.000,0
1749428440.022,-55.176,-45.898,31.738,8.789,0.000,0
1749428440.025,-63.965,-52.246,27.344,-6.836,0.000,0
1749428440.029,-57.617,-60.547,16.602,-12.207,0.000,0
1749428440.033,-54.688,-53.711,5.371,-17.090,0.000,0
1749428440.037,-42.969,-31.250,26.367,17.578,0.000,0
1749428440.041,-41.016,-38.086,22.461,-5.859,0.000,0
1749428440.045,-59.570,-59.082,-12.207,-20.996,0.000,0
1749428440.049,-76.660,-55.176,3.906,6.836,0.000,0
1749428440.053,-38.574,-32.227,14.648,-26.855,0.000,0
1749428440.057,-14.648,-35.645,-7.812,-20.996,0.000,0
1749428440.061,-48.340,-53.711,-7.812,-0.977,0.000,0
1749428440.065,-63.477,-58.105,-8.301,-17.578,0.000,0
1749428440.069,-41.992,-52.734,0.488,-15.137,0.000,0
1749428440.072,-33.203,-52.734,-9.277,-23.926,0.000,0
1749428440.076,-51.758,-46.387,-17.578,-21.484,0.000,0
1749428440.080,-16.602,-31.738,5.859,6.836,0.000,0
1749428440.084,-4.883,-44.434,-4.883,-10.254,0.000,0
1749428440.088,-18.555,-53.223,-16.113,-3.418,0.000,0
1749428440.092,-35.645,-50.293,-9.766,17.578,0.000,0
1749428440.096,-59.082,-56.152,-4.883,8.301,0.000,0
1749428440.100,-6.348,-51.758,1.465,36.621,0.000,0
1749428440.104,-2.930,-44.922,-11.230,68.848,0.000,0
1749428440.108,-26.855,-46.387,-21.484,21.973,0.000,0
1749428440.112,-26.855,-49.316,-16.602,0.000,0.000,0
1749428440.115,-27.832,-58.594,-8.789,71.777,0.000,0
1749428440.119,-24.414,-51.270,-14.160,83.984,0.000,0
1749428440.123,-20.996,-42.480,-22.461,39.551,0.000,0
1749428440.127,-41.992,-58.105,-14.160,-0.488,0.000,0
1749428440.131,-50.781,-62.988,-22.949,-1.465,0.000,0
1749428440.135,-48.340,-61.035,-54.199,32.227,0.000,0
1749428440.139,-36.621,-52.734,-54.688,18.066,0.000,0
1749428440.143,-40.039,-50.781,-55.176,25.879,0.000,0
1749428440.146,-34.668,-59.082,-46.875,50.781,0.000,0
1749428440.151,-10.742,-40.039,-26.855,93.262,0.000,0
1749428440.155,-22.949,-44.434,-43.945,46.387,0.000,0
1749428440.158,-26.367,-46.387,-27.344,23.926,0.000,0
1749428440.162,-38.086,-48.828,-27.344,10.742,0.000,0
1749428440.166,-63.965,-67.871,-19.531,-14.648,0.000,0
1749428440.170,-50.781,-43.457,-12.695,45.410,0.000,0
1749428440.174,-23.926,-28.809,-70.312,105.469,0.000,0
1749428440.178,-54.199,-50.293,-71.289,76.172,0.000,0
1749428440.182,-37.109,-46.875,-66.406,103.516,0.000,0
1749428440.186,7.324,-26.855,-62.500,134.766,0.000,0
1749428440.189,-29.297,-22.949,-30.762,52.734,0.000,0
1749428440.193,-79.590,-20.996,-27.344,-20.508,0.000,0
1749428440.197,-61.035,-22.461,-20.020,36.621,0.000,0
1749428440.201,-18.555,-18.555,19.531,141.113,0.000,0
1749428440.205,-10.254,19.531,41.016,147.949,0.000,0
1749428440.209,-92.285,58.594,1.953,27.344,0.000,0
1749428440.213,-125.000,36.621,-15.625,44.434,0.000,0
1749428440.217,-19.043,4.883,30.762,164.062,0.000,0
1749428440.221,24.414,23.926,48.828,185.547,0.000,0
1749428440.225,49.316,78.613,55.664,223.633,0.000,0
1749428440.228,64.941,104.004,87.402,233.887,0.000,0
1749428440.232,74.707,120.605,103.516,217.773,0.000,0
1749428440.236,131.836,145.508,175.293,285.645,0.000,0
1749428440.240,176.758,202.148,219.727,304.688,0.000,0
1749428440.244,183.594,252.441,208.496,286.133,0.000,0
1749428440.248,158.691,256.836,233.887,244.629,0.000,0
1749428440.252,181.152,264.160,287.598,288.086,0.000,0
1749428440.256,271.484,287.109,286.133,449.219,0.000,0
1749428440.260,355.957,323.730,258.301,449.707,0.000,0
1749428440.264,382.324,323.242,276.367,491.699,0.000,0
1749428440.268,365.723,309.570,304.688,507.324,0.000,0
1749428440.271,319.336,341.309,310.547,431.152,0.000,0
1749428440.275,326.660,345.703,303.711,479.004,0.000,0
1749428440.279,384.277,317.871,292.969,527.832,0.000,0
1749428440.283,403.320,294.922,307.129,563.965,0.000,0
1749428440.287,345.215,292.969,313.477,507.812,0.000,0
1749428440.291,302.734,316.895,285.645,472.168,0.000,0
1749428440.295,303.711,334.473,278.320,541.992,0.000,0
1749428440.299,301.270,316.406,280.762,556.152,0.000,0
1749428440.303,333.984,271.973,281.250,551.270,0.000,0
1749428440.307,307.129,308.105,285.156,504.883,0.000,0
1749428440.310,295.410,305.664,314.941,478.027,0.000,0
1749428440.314,298.340,289.551,310.547,499.023,0.000,0
1749428440.318,300.293,319.336,229.492,551.758,0.000,0
1749428440.322,327.637,312.012,235.840,570.801,0.000,0
1749428440.326,331.055,301.758,250.977,578.125,0.000,0
1749428440.330,328.613,315.918,238.281,520.508,0.000,0
1749428440.334,368.164,332.031,258.301,543.945,0.000,0
1749428440.338,401.367,362.793,260.742,659.668,0.000,0
1749428440.342,376.465,379.883,290.527,615.723,0.000,0
1749428440.346,365.234,361.816,244.141,512.695,0.000,0
1749428440.350,364.258,400.391,107.422,489.258,0.000,0
1749428440.353,334.473,376.953,83.008,496.582,0.000,0
1749428440.357,354.004,315.918,111.328,419.434,0.000,0
1749428440.361,370.605,330.078,90.820,469.238,0.000,0
1749428440.365,327.637,298.340,125.488,568.359,0.000,0
1749428440.369,377.930,332.520,163.086,548.340,0.000,0
1749428440.373,440.430,331.055,161.133,542.969,0.000,0
1749428440.377,363.281,322.266,136.230,425.781,0.000,0
1749428440.381,345.703,308.105,120.117,393.066,0.000,0
1749428440.385,363.281,278.809,147.949,511.230,0.000,0
1749428440.389,355.469,287.109,166.504,462.891,0.000,0
1749428440.393,391.113,300.781,149.414,514.160,0.000,0
1749428440.397,328.125,270.996,141.113,516.602,0.000,0
1749428440.400,272.461,270.020,157.227,429.688,0.000,0
1749428440.404,272.949,287.109,163.086,351.074,0.000,0
1749428440.408,285.156,272.949,162.598,363.770,0.000,0
1749428440.412,384.277,251.953,163.574,396.484,0.000,0
1749428440.416,309.570,286.621,157.227,340.820,0.000,0
1749428440.420,381.836,299.316,184.570,387.695,0.000,0
1749428440.424,509.766,277.832,215.332,399.902,0.000,0
1749428440.428,403.809,296.875,204.590,270.996,0.000,0
1749428440.432,350.098,301.758,192.871,226.562,0.000,0
1749428440.436,327.637,297.852,199.707,191.406,0.000,0
1749428440.440,263.672,291.992,212.402,159.180,0.000,0
1749428440.443,206.543,300.781,221.680,108.398,0.000,0
1749428440.447,118.652,320.312,210.449,33.203,0.000,0
1749428440.451,20.508,312.988,217.285,-1.465,0.000,0
1749428440.455,63.965,273.926,243.652,-87.891,0.000,0
1749428440.459,59.570,291.504,205.566,-100.098,0.000,0
1749428440.463,16.602,322.754,208.496,-16.113,0.000,0
1749428440.467,14.160,286.133,228.516,-3.418,0.000,0
1749428440.471,88.379,249.512,231.934,101.074,0.000,0
1749428440.474,86.426,298.828,235.840,99.121,0.000,0
1749428440.479,9.277,305.664,208.496,-42.969,0.000,0
1749428440.483,78.613,259.766,209.473,-62.988,0.000,0
1749428440.486,116.699,280.273,209.473,-21.973,0.000,0
1749428440.490,98.145,250.000,250.488,126.953,0.000,0
1749428440.494,112.793,198.730,267.578,109.863,0.000,0
1749428440.498,168.457,281.738,232.910,88.867,0.000,0
1749428440.502,220.215,281.738,232.422,148.926,0.000,0
1749428440.506,182.617,270.020,224.609,98.633,0.000,0
1749428440.510,194.824,273.926,222.168,166.992,0.000,0
1749428440.514,208.984,230.469,232.910,105.957,0.000,0
1749428440.517,193.359,220.703,219.727,125.000,0.000,0
1749428440.521,202.637,264.160,163.574,274.414,0.000,0
1749428440.526,205.566,242.188,192.383,353.027,0.000,0
1749428440.529,215.332,194.824,205.078,353.516,0.000,0
1749428440.533,261.719,209.473,192.871,338.379,0.000,0
1749428440.537,275.879,186.523,187.500,314.941,0.000,0
1749428440.541,216.309,173.828,176.758,274.414,0.000,0
1749428440.545,200.684,183.105,149.414,177.246,0.000,0
1749428440.549,314.941,155.273,111.816,187.012,0.000,0
1749428440.553,334.473,117.676,139.160,376.953,0.000,0
1749428440.557,226.074,127.930,148.438,300.293,0.000,0
1749428440.560,213.379,139.160,116.699,38.086,0.000,0
1749428440.564,328.125,144.043,85.449,70.801,0.000,0
1749428440.568,316.895,122.559,132.324,429.688,0.000,0
1749428440.572,256.348,98.633,125.488,453.613,0.000,0
1749428440.576,264.648,111.816,107.422,238.281,0.000,0
1749428440.580,267.090,109.375,98.633,279.785,0.000,0
1749428440.584,260.742,130.859,106.934,355.469,0.000,0
1749428440.588,208.496,130.859,101.562,231.934,0.000,0
1749428440.592,250.977,73.730,89.355,213.379,0.000,0
1749428440.596,289.551,91.309,81.543,319.336,0.000,0
1749428440.599,274.414,90.332,94.727,285.645,0.000,0
1749428440.603,229.492,85.938,114.746,158.691,0.000,0
1749428440.607,189.941,83.984,89.355,184.570,0.000,0
1749428440.611,250.488,70.312,65.918,229.492,0.000,0
1749428440.615,263.672,73.242,74.707,286.621,0.000,0
1749428440.619,227.051,88.867,92.773,284.180,0.000,0
1749428440.623,232.422,85.938,54.688,121.582,0.000,0
1749428440.627,240.234,42.480,76.660,357.422,0.000,0
1749428440.631,123.535,46.875,91.309,347.656,0.000,0
1749428440.635,169.434,55.176,49.316,154.785,0.000,0
1749428440.639,199.219,67.383,54.688,248.535,0.000,0
1749428440.643,165.527,40.039,67.871,342.773,0.000,0
1749428440.646,190.918,-1.953,62.012,240.723,0.000,0
1749428440.650,198.730,-3.418,44.434,95.703,0.000,0
1749428440.654,229.492,0.977,56.641,259.766,0.000,0
1749428440.658,197.754,-16.602,79.590,416.016,0.000,0
1749428440.662,178.711,-46.387,46.875,247.070,0.000,0
1749428440.666,184.082,-34.180,16.602,198.730,0.000,0
1749428440.670,191.895,-59.570,77.637,347.168,0.000,0
1749428440.674,191.895,-126.953,70.312,284.668,0.000,0
1749428440.678,202.148,-145.508,26.855,199.707,0.000,0
1749428440.682,142.090,-138.184,28.320,249.512,0.000,0
1749428440.686,125.488,-151.855,53.223,276.855,0.000,0
1749428440.689,169.434,-157.715,59.570,218.750,0.000,0
1749428440.693,143.066,-132.324,31.738,205.078,0.000,0
1749428440.697,92.773,-122.559,27.344,225.098,0.000,0
1749428440.701,103.516,-118.164,48.828,221.680,0.000,0
1749428440.705,98.633,-80.078,38.086,189.453,0.000,0
1749428440.709,71.777,-114.258,41.504,185.547,0.000,0
1749428440.713,119.141,-117.188,38.086,158.691,0.000,0
1749428440.717,116.211,-83.496,28.809,155.762,0.000,0
1749428440.721,77.148,-83.496,36.621,167.969,0.000,0
1749428440.725,77.637,-85.449,7.812,90.820,0.000,0
1749428440.729,80.078,-101.562,13.184,155.273,0.000,0
1749428440.732,73.730,-91.309,25.879,225.586,0.000,0
1749428440.736,37.109,-84.473,20.508,173.828,0.000,0
1749428440.740,26.367,-95.215,21.973,158.691,0.000,0
1749428440.744,69.336,-94.727,25.879,171.387,0.000,0
1749428440.748,60.547,-79.102,24.902,154.297,0.000,0
1749428440.752,60.547,-69.824,24.414,168.945,0.000,0
1749428440.756,69.336,-64.453,25.879,160.645,0.000,0
1749428440.760,63.477,-56.641,14.648,118.652,0.000,0
1749428440.764,48.828,-64.941,23.926,169.434,0.000,0
1749428440.768,15.137,-56.641,33.691,178.711,0.000,0
1749428440.772,31.250,-59.082,40.527,156.250,0.000,0
1749428440.776,92.285,-56.641,32.715,168.945,0.000,0
1749428440.779,61.523,-36.133,18.555,151.367,0.000,0
1749428440.783,47.852,-43.945,26.367,143.066,0.000,0
1749428440.787,41.504,-75.195,30.762,136.230,0.000,0
1749428440.791,31.250,-47.852,20.020,125.488,0.000,0
1749428440.795,50.781,-49.805,7.324,117.676,0.000,0
1749428440.799,22.461,-83.984,-9.277,86.914,0.000,0
1749428440.803,20.020,-88.867,-16.602,75.684,0.000,0
1749428440.807,26.367,-73.242,-24.414,75.195,0.000,0
1749428440.811,-11.230,-79.102,-24.414,72.266,0.000,0
1749428440.815,-14.648,-85.449,-12.207,82.520,0.000,0
1749428440.819,3.906,-78.125,-7.812,76.660,0.000,0
1749428440.822,8.301,-64.941,-20.020,55.664,0.000,0
1749428440.826,6.348,-51.758,-19.531,44.434,0.000,0
1749428440.830,2.930,-60.547,-15.625,42.969,0.000,0
1749428440.834,11.230,-56.152,-27.832,24.902,0.000,0
1749428440.838,13.672,-51.758,-19.043,25.391,0.000,0
1749428440.842,0.977,-48.340,-15.625,33.691,0.000,0
1749428440.846,15.137,-53.711,-16.602,29.297,0.000,0
1749428440.850,14.160,-30.762,-13.184,51.758,0.000,0
1749428440.854,24.902,-34.180,2.930,95.215,0.000,0
1749428440.858,34.668,-47.363,3.418,92.773,0.000,0
1749428440.862,-30.762,-32.715,-5.859,57.617,0.000,0
1749428440.865,-15.137,-47.363,-0.488,60.547,0.000,0
1749428440.869,35.156,-39.062,-3.906,74.219,0.000,0
1749428440.873,16.602,-23.926,-4.395,42.480,0.000,0
1749428440.877,-9.766,-24.414,-5.859,25.879,0.000,0
1749428440.881,-15.625,-21.973,-5.371,41.016,0.000,0
1749428440.885,-3.418,-23.926,8.301,30.273,0.000,0
1749428440.889,27.344,-31.250,18.555,28.320,0.000,0
1749428440.893,53.223,-38.086,21.973,47.363,0.000,0
1749428440.896,41.992,-20.508,16.602,33.203,0.000,0
1749428440.901,3.906,3.906,5.859,9.277,0.000,0
1749428440.905,22.461,3.906,3.906,2.441,0.000,0
1749428440.908,55.176,-3.906,1.953,5.371,0.000,0
1749428440.912,25.879,-1.465,-3.418,2.930,0.000,0
1749428440.916,25.879,4.395,-6.348,-3.906,0.000,0
1749428440.920,21.973,6.836,-6.348,1.465,0.000,0
1749428440.924,6.348,4.883,-0.488,8.789,0.000,0
1749428440.928,25.391,2.930,1.953,24.414,0.000,0
1749428440.932,23.926,2.930,-2.441,35.645,0.000,0
1749428440.936,22.461,2.930,-4.395,40.527,0.000,0
1749428440.939,25.879,4.883,-6.348,35.156,0.000,0
1749428440.943,12.695,4.883,-7.324,15.137,0.000,0
1749428440.947,22.949,7.812,-7.324,14.160,0.000,0
1749428440.951,20.508,-2.930,-3.418,20.996,0.000,0
1749428440.955,10.254,-12.207,0.977,25.391,0.000,0
1749428440.959,12.207,-13.184,-2.441,23.438,0.000,0
1749428440.963,17.578,-8.301,-10.742,16.602,0.000,0
1749428440.967,6.348,-2.441,-10.254,18.066,0.000,0
1749428440.971,10.254,0.000,-1.953,22.949,0.000,0
1749428440.975,21.484,0.000,1.465,29.785,0.000,0
1749428440.979,26.855,-1.953,-1.465,19.043,0.000,0
1749428440.982,17.090,0.488,0.000,13.184,0.000,0
1749428440.986,24.902,-2.441,8.301,20.508,0.000,0
1749428440.990,54.199,2.441,7.812,8.301,0.000,0
1749428440.994,0.000,9.766,6.348,-1.953,0.000,0
1749428440.998,0.000,6.836,4.883,0.977,0.000,0
1749428441.002,0.000,1.953,5.371,7.812,0.000,0
1749428441.006,0.000,-3.906,11.230,9.277,0.000,0
1749428441.010,0.000,-2.441,9.277,3.418,0.000,0
1749428441.014,0.000,0.977,-2.930,-5.371,0.000,0
1749428441.018,0.000,-8.301,-2.441,-4.883,0.000,0
1749428441.021,0.000,-9.277,4.395,-2.441,0.000,0
1749428441.025,0.000,1.953,0.977,-11.719,0.000,0
1749428441.029,0.000,0.488,1.465,-21.973,0.000,0
1749428441.033,0.000,0.488,2.930,-10.742,0.000,0
1749428441.037,0.000,4.395,5.859,-1.953,0.000,0
1749428441.041,82.031,0.488,6.836,-8.789,0.000,0
1749428441.045,83.984,-7.324,-2.441,-19.043,0.000,0
1749428441.049,80.566,-11.719,-8.789,-16.602,0.000,0
1749428441.053,72.754,-13.672,-4.883,-5.371,0.000,0
1749428441.057,63.965,-14.648,-4.883,-4.883,0.000,0
1749428441.061,69.336,-9.766,-4.883,-4.883,0.000,0
1749428441.065,83.984,-0.977,-3.906,0.000,0.000,0
1749428441.068,83.496,-0.977,-10.254,-1.953,0.000,0
1749428441.072,62.988,1.465,-9.277,-5.859,0.000,0
1749428441.076,60.547,3.418,-7.324,-11.230,0.000,0
1749428441.080,66.406,-9.766,-7.812,-7.812,0.000,0
1749428441.084,70.801,-21.973,-4.883,-0.977,0.000,0
1749428441.088,63.477,-15.625,-6.348,-4.395,0.000,0
1749428441.092,47.363,-18.555,-12.207,-10.742,0.000,0
1749428441.096,52.246,-24.414,-10.742,-8.789,0.000,0
1749428441.100,67.871,-20.508,-13.184,-5.371,0.000,0
1749428441.104,58.105,-17.090,-11.719,-5.859,0.000,0
1749428441.108,51.758,-16.113,-3.906,0.488,0.000,0
1749428441.111,49.316,-15.137,-7.812,-4.883,0.000,0
1749428441.115,48.828,-14.160,-15.625,-8.301,0.000,0
1749428441.119,51.758,-19.043,-12.207,4.395,0.000,0
1749428441.123,49.805,-26.367,-7.324,5.371,0.000,0
1749428441.127,59.082,-27.344,-5.371,-1.953,0.000,0
1749428441.131,66.406,-20.508,-1.953,6.836,0.000,0
1749428441.135,54.688,-22.949,-2.441,5.371,0.000,0
1749428441.139,46.875,-23.438,-7.812,0.000,0.000,0
1749428441.143,49.316,-27.344,-18.066,-7.324,0.000,0
1749428441.147,54.199,-32.227,-22.461,-8.789,0.000,0
1749428441.151,68.359,-22.949,-16.602,-7.812,0.000,0
1749428441.155,74.219,-25.879,-9.277,-1.465,0.000,0
1749428441.158,53.223,-29.785,-12.695,-5.371,0.000,0
1749428441.162,47.363,-31.250,-20.020,-16.113,0.000,0
1749428441.166,62.012,-31.250,-18.066,-8.789,0.000,0
1749428441.170,56.641,-23.926,-13.184,-11.719,0.000,0
1749428441.174,41.992,-21.973,-13.184,-21.973,0.000,0
1749428441.178,35.645,-24.902,-18.555,-27.832,0.000,0
1749428441.182,31.738,-25.879,-20.508,-27.832,0.000,0
1749428441.186,43.457,-15.625,-12.695,-20.508,0.000,0
1749428441.190,54.688,-10.742,-8.301,-18.066,0.000,0
1749428441.194,40.039,-18.066,-14.160,-20.508,0.000,0
1749428441.198,34.668,-18.066,-21.484,-23.438,0.000,0
1749428441.201,20.020,-9.277,-18.555,-21.484,0.000,0
1749428441.205,15.625,-15.137,-14.160,-12.695,0.000,0
1749428441.209,22.461,-19.043,-16.602,-19.043,0.000,0
1749428441.213,4.883,-23.926,-25.391,-35.645,0.000,0
1749428441.217,8.301,-25.391,-25.391,-35.645,0.000,0
1749428441.221,23.926,-8.301,-16.602,-35.645,0.000,0
1749428441.225,22.949,-18.066,-20.508,-47.363,0.000,0
1749428441.229,12.207,-29.785,-29.297,-55.664,0.000,0
1749428441.233,11.719,-30.273,-28.320,-50.293,0.000,0
1749428441.237,1.465,-31.738,-28.320,-49.805,0.000,0
1749428441.241,-7.812,-26.367,-30.273,-54.688,0.000,0
1749428441.244,-9.766,-32.227,-33.203,-51.758,0.000,0
1749428441.248,-4.395,-30.273,-38.086,-48.828,0.000,0
1749428441.252,-11.230,-20.996,-40.527,-63.477,0.000,0
1749428441.256,-21.973,-28.320,-37.109,-63.965,0.000,0
1749428441.260,-38.086,-33.203,-42.969,-56.641,0.000,0
1749428441.264,-57.129,-32.227,-45.410,-79.102,0.000,0
1749428441.268,-56.152,-27.832,-35.156,-97.168,0.000,0
1749428441.272,-38.574,-28.809,-29.297,-95.703,0.000,0
1749428441.276,-19.531,-31.738,-33.203,-88.379,0.000,0
1749428441.280,-25.391,-29.785,-40.527,-94.727,0.000,0
1749428441.284,-36.621,-26.367,-40.527,-97.656,0.000,0
1749428441.287,-41.992,-15.625,-35.645,-82.031,0.000,0
1749428441.291,-46.875,-17.578,-36.621,-75.195,0.000,0
1749428441.295,-36.133,-19.043,-39.551,-81.543,0.000,0
1749428441.299,-47.363,-14.160,-33.691,-78.125,0.000,0
1749428441.303,-43.457,-20.996,-20.996,-59.082,0.000,0
1749428441.307,-9.277,-17.578,-20.508,-57.129,0.000,0
1749428441.311,-13.672,-12.695,-24.902,-65.430,0.000,0
1749428441.315,-19.531,-12.695,-22.949,-59.082,0.000,0
1749428441.318,-42.480,-20.996,-19.531,-52.734,0.000,0
1749428441.323,-36.621,-24.414,-18.066,-59.570,0.000,0
1749428441.326,-40.527,-17.090,-26.855,-83.984,0.000,0
1749428441.330,-56.641,-22.461,-27.832,-90.820,0.000,0
1749428441.334,-23.438,-40.039,-22.461,-78.125,0.000,0
1749428441.338,-48.340,-27.344,-23.926,-82.520,0.000,0
1749428441.342,-47.852,-6.836,-26.855,-79.102,0.000,0
1749428441.346,-23.926,-14.648,-31.738,-70.312,0.000,0
1749428441.350,-15.137,-30.273,-28.320,-48.340,0.000,0
1749428441.354,-4.883,-27.832,-16.113,-41.992,0.000,0
1749428441.357,-103.516,-22.949,-20.996,-56.641,0.000,0
1749428441.361,-123.047,-42.969,-26.855,-33.203,0.000,0
1749428441.365,-31.738,-35.645,-29.297,-35.645,0.000,0
1749428441.369,-61.523,-12.207,-24.414,-30.762,0.000,0
1749428441.373,-96.191,-17.578,-8.301,-13.672,0.000,0
1749428441.377,-97.168,-22.949,-11.719,-31.250,0.000,0
1749428441.381,-83.496,-23.438,-26.855,-61.035,0.000,0
1749428441.385,-47.363,-35.156,-31.250,-26.367,0.000,0
1749428441.389,-76.660,-37.109,-19.043,18.555,0.000,0
1749428441.393,-70.801,-15.137,-20.020,15.137,0.000,0
1749428441.397,-65.918,-13.672,-29.297,18.555,0.000,0
1749428441.400,-154.785,-18.066,-20.996,-13.672,0.000,0
1749428441.404,-140.625,-22.949,-23.926,-28.320,0.000,0
1749428441.408,-119.629,-31.738,-17.578,48.828,0.000,0
1749428441.412,-94.727,-18.066,-13.672,38.574,0.000,0
1749428441.416,-129.395,-11.719,-34.668,-9.766,0.000,0
1749428441.420,-51.758,-6.348,-28.809,38.086,0.000,0
1749428441.424,-39.062,-17.578,-12.207,65.918,0.000,0
1749428441.428,-115.723,-31.250,-42.969,-44.922,0.000,0
1749428441.432,-73.730,-21.973,-45.410,-25.391,0.000,0
1749428441.436,-10.742,-28.320,-7.324,105.957,0.000,0
1749428441.439,14.160,-16.113,-8.789,77.637,0.000,0
1749428441.443,-20.508,-19.043,-10.254,28.809,0.000,0
1749428441.447,-10.254,-22.949,-8.789,23.926,0.000,0
1749428441.451,30.762,-18.066,-14.648,33.691,0.000,0
1749428441.455,9.277,-24.414,-15.625,47.363,0.000,0
1749428441.459,-11.230,-19.043,-12.207,51.758,0.000,0
1749428441.463,26.855,-17.090,-23.926,18.555,0.000,0
1749428441.467,42.969,-20.996,-13.672,15.625,0.000,0
1749428441.471,57.617,0.488,-0.977,18.555,0.000,0
1749428441.475,14.648,12.207,-30.762,-30.762,0.000,0
1749428441.479,32.227,-9.277,-38.574,-3.906,0.000,0
1749428441.483,52.246,-53.711,-1.465,67.383,0.000,0
1749428441.486,3.906,-41.992,-10.254,44.922,0.000,0
1749428441.490,28.809,-6.836,-32.715,20.508,0.000,0
1749428441.494,36.133,-29.785,-23.438,19.043,0.000,0
1749428441.498,35.645,-34.668,-20.996,19.531,0.000,0
1749428441.502,70.801,-2.441,-20.996,16.113,0.000,0
1749428441.506,-24.902,-15.137,-14.648,3.418,0.000,0
1749428441.510,2.441,-35.156,-11.230,4.395,0.000,0
1749428441.514,69.824,-13.184,-22.949,6.348,0.000,0
1749428441.518,20.508,4.883,-28.320,-7.324,0.000,0
1749428441.522,-11.230,-13.672,-20.020,-3.906,0.000,0
1749428441.526,11.719,-24.414,-13.184,14.160,0.000,0
1749428441.529,55.176,-23.438,-15.137,5.371,0.000,0
1749428441.533,70.312,-42.969,-28.809,-18.066,0.000,0
1749428441.537,34.180,-22.949,-32.715,-13.672,0.000,0
1749428441.541,41.992,-20.020,-18.555,18.066,0.000,0
1749428441.545,27.344,-42.969,-9.766,2.930,0.000,0
1749428441.549,5.859,-34.180,-14.160,-16.113,0.000,0
1749428441.553,45.898,-22.461,-16.602,4.395,0.000,0
1749428441.557,34.180,-18.066,-18.555,2.930,0.000,0
1749428441.561,16.113,-13.672,-19.531,-21.973,0.000,0
1749428441.565,19.043,-26.367,-17.090,-11.230,0.000,0
1749428441.569,34.180,-20.996,-19.531,1.465,0.000,0
1749428441.572,53.223,-18.066,-17.090,9.766,0.000,0
1749428441.576,40.527,-12.695,-19.043,-2.441,0.000,0
1749428441.580,46.875,-36.133,-20.508,-18.555,0.000,0
1749428441.584,43.945,-45.410,-20.996,-17.578,0.000,0
1749428441.588,23.926,-1.953,-27.832,-21.973,0.000,0
1749428441.592,22.949,-7.812,-29.785,-19.043,0.000,0
1749428441.596,25.879,-23.926,-19.043,-3.906,0.000,0
1749428441.600,39.551,-32.715,-14.160,-2.441,0.000,0
1749428441.604,75.195,-28.320,-17.090,-7.324,0.000,0
1749428441.608,58.105,-7.324,-18.555,-10.254,0.000,0
1749428441.612,10.254,-21.484,-21.484,-28.320,0.000,0
1749428441.615,7.324,-28.320,-16.113,-33.691,0.000,0
1749428441.619,40.039,-11.230,-11.230,-12.207,0.000,0
1749428441.623,3.418,12.207,-16.113,-25.879,0.000,0
1749428441.627,-9.766,-29.297,-10.742,-30.273,0.000,0
1749428441.631,41.016,-37.109,-3.418,-12.207,0.000,0
1749428441.635,26.367,-5.859,-9.766,-24.414,0.000,0
1749428441.639,20.020,-26.367,-3.906,-23.438,0.000,0
1749428441.643,43.457,-23.438,1.465,-20.996,0.000,0
1749428441.646,38.086,-17.090,-8.789,-7.812,0.000,0
1749428441.651,28.809,-20.508,-17.090,-10.742,0.000,0
1749428441.655,24.414,-16.602,-19.043,-14.648,0.000,0
1749428441.658,19.531,-17.578,-13.184,-4.395,0.000,0
1749428441.662,23.926,-27.832,-17.090,-11.230,0.000,0
1749428441.666,36.621,-25.879,-16.602,-1.953,0.000,0
1749428441.670,18.555,-25.391,-10.254,5.371,0.000,0
1749428441.674,-1.465,-19.531,-18.066,4.883,0.000,0
1749428441.678,31.250,-14.160,-22.949,12.695,0.000,0
1749428441.682,29.785,-20.996,-20.508,5.371,0.000,0
1749428441.686,18.066,-25.391,-19.043,1.953,0.000,0
1749428441.689,29.297,-22.461,-22.949,2.441,0.000,0
