timestamps,X,Y,Z,Marker0
1749427046.286,-3.611,0.965,-4.180,0
1749427046.344,-3.596,1.039,-4.067,0
1749427046.344,-3.858,1.017,-4.486,0
1749427046.344,-3.821,1.181,-4.464,0
1749427046.389,-3.402,1.540,-4.142,0
1749427046.389,-3.297,1.705,-3.821,0
1749427046.389,-3.155,1.593,-3.671,0
1749427046.448,-2.864,1.279,-3.507,0
1749427046.448,-3.462,1.510,-3.185,0
1749427046.448,-3.013,1.548,-3.021,0
1749427046.509,-2.879,1.600,-2.894,0
1749427046.509,-3.237,1.346,-3.297,0
1749427046.509,-3.267,1.361,-3.806,0
1749427046.571,-3.036,1.391,-4.262,0
1749427046.571,-2.916,0.905,-4.142,0
1749427046.571,-2.497,0.546,-3.619,0
1749427046.614,-2.363,0.501,-3.551,0
1749427046.614,-2.400,0.449,-3.028,0
1749427046.614,-2.348,0.187,-2.938,0
1749427046.674,-2.467,0.456,-2.280,0
1749427046.674,-2.071,1.077,-2.221,0
1749427046.674,-2.482,1.436,-2.408,0
1749427046.734,-2.879,1.241,-2.931,0
1749427046.734,-2.826,0.800,-3.566,0
1749427046.734,-3.350,0.830,-3.851,0
1749427046.794,-3.170,1.039,-4.389,0
1749427046.794,-3.140,1.443,-4.441,0
1749427046.794,-3.297,1.600,-4.725,0
1749427046.843,-2.998,1.413,-5.099,0
1749427046.843,-3.051,1.151,-4.830,0
1749427046.843,-3.499,0.957,-4.374,0
1749427046.899,-3.596,0.718,-3.462,0
1749427046.899,-3.701,0.269,-2.834,0
1749427046.899,-3.753,0.531,-2.774,0
1749427046.959,-4.075,0.284,-3.185,0
1749427046.959,-3.768,0.650,-3.925,0
1749427046.959,-3.335,0.733,-4.419,0
1749427047.019,-3.237,0.613,-4.785,0
1749427047.019,-2.938,0.508,-4.598,0
1749427047.019,-2.871,0.613,-3.858,0
1749427047.063,-3.110,0.897,-3.694,0
1749427047.063,-3.110,1.017,-3.477,0
1749427047.063,-2.998,0.882,-3.365,0
1749427047.128,-3.013,1.136,-3.080,0
1749427047.128,-3.036,0.867,-3.103,0
1749427047.128,-3.140,0.650,-3.439,0
1749427047.184,-3.036,0.763,-3.185,0
1749427047.184,-2.766,0.950,-2.751,0
1749427047.184,-2.669,0.740,-2.512,0
1749427047.244,-2.632,0.830,-2.535,0
1749427047.244,-2.572,1.256,-2.467,0
1749427047.244,-2.901,1.211,-2.086,0
